Area,Element,Item,Year,Unit,Value,Flag Description,Origin
Netherlands,Export Value,"Whole milk, condensed",2019,1000 US$,8.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2010,1000 US$,83.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2011,1000 US$,100.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2012,1000 US$,104.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2013,1000 US$,71.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2014,1000 US$,1.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2015,1000 US$,214.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2016,1000 US$,30.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2017,1000 US$,9.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2018,1000 US$,9.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2019,1000 US$,10.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2010,1000 US$,52.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2011,1000 US$,25.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2012,1000 US$,56.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2013,1000 US$,93.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2014,1000 US$,65.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2015,1000 US$,74.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2016,1000 US$,207.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2017,1000 US$,59.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2018,1000 US$,202.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2019,1000 US$,98.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2010,1000 US$,2235.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2011,1000 US$,2199.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2012,1000 US$,1658.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2013,1000 US$,1446.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2014,1000 US$,1747.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2015,1000 US$,1856.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2016,1000 US$,1828.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2017,1000 US$,2122.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2018,1000 US$,2705.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2019,1000 US$,2243.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2010,1000 US$,133.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2011,1000 US$,128.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2012,1000 US$,169.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2013,1000 US$,64.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2014,1000 US$,107.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2015,1000 US$,106.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2016,1000 US$,63.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2017,1000 US$,157.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2018,1000 US$,119.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2019,1000 US$,168.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2010,1000 US$,93.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2011,1000 US$,156.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2012,1000 US$,116.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2013,1000 US$,678.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2014,1000 US$,112.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2015,1000 US$,67.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2016,1000 US$,105.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2017,1000 US$,171.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2018,1000 US$,71.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2019,1000 US$,672.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2010,1000 US$,8.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2011,1000 US$,130.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2012,1000 US$,30.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2013,1000 US$,70.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2014,1000 US$,57.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2015,1000 US$,18.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2016,1000 US$,18.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2017,1000 US$,48.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2018,1000 US$,56.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2019,1000 US$,47.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2010,1000 US$,124.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2011,1000 US$,184.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2012,1000 US$,102.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2013,1000 US$,67.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2014,1000 US$,52.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2015,1000 US$,44.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2016,1000 US$,41.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2017,1000 US$,14.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2018,1000 US$,7.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2019,1000 US$,92.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2010,1000 US$,1223.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2011,1000 US$,1059.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2012,1000 US$,1022.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2013,1000 US$,715.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2014,1000 US$,890.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2015,1000 US$,613.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2016,1000 US$,686.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2017,1000 US$,633.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2018,1000 US$,531.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2019,1000 US$,715.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2010,1000 US$,27255.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2011,1000 US$,24187.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2012,1000 US$,3197.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2013,1000 US$,4492.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2014,1000 US$,9800.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2015,1000 US$,4161.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2016,1000 US$,5088.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2017,1000 US$,16499.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2018,1000 US$,24422.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2019,1000 US$,20142.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2010,1000 US$,26843.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2011,1000 US$,22698.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2012,1000 US$,11290.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2013,1000 US$,23029.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2014,1000 US$,21384.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2015,1000 US$,31388.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2016,1000 US$,42016.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2017,1000 US$,50255.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2018,1000 US$,54182.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2019,1000 US$,54126.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2010,1000 US$,219.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2011,1000 US$,1177.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2012,1000 US$,481.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2013,1000 US$,283.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2014,1000 US$,477.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2015,1000 US$,348.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2016,1000 US$,296.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2017,1000 US$,811.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2018,1000 US$,2727.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2019,1000 US$,2334.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2010,1000 US$,6894.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2011,1000 US$,6504.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2012,1000 US$,6061.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2013,1000 US$,9135.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2014,1000 US$,3055.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2015,1000 US$,3821.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2016,1000 US$,2297.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2017,1000 US$,2272.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2018,1000 US$,3049.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2019,1000 US$,5582.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2010,1000 US$,1527.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2011,1000 US$,1959.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2012,1000 US$,2239.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2013,1000 US$,1802.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2014,1000 US$,2476.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2015,1000 US$,486.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2016,1000 US$,2177.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2017,1000 US$,7230.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2018,1000 US$,2388.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2019,1000 US$,1873.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2010,1000 US$,353.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2011,1000 US$,1334.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2012,1000 US$,1841.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2013,1000 US$,1193.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2014,1000 US$,1194.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2015,1000 US$,201.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2016,1000 US$,335.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2017,1000 US$,1105.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2018,1000 US$,239.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2019,1000 US$,678.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2010,1000 US$,564.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2011,1000 US$,361.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2012,1000 US$,198.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2013,1000 US$,114.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2014,1000 US$,1860.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2015,1000 US$,1150.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2016,1000 US$,761.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2017,1000 US$,667.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2018,1000 US$,392.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2019,1000 US$,282.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2010,1000 US$,453.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2011,1000 US$,617.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2012,1000 US$,75.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2013,1000 US$,60.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2014,1000 US$,121.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2015,1000 US$,186.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2016,1000 US$,324.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2017,1000 US$,2254.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2018,1000 US$,3068.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2019,1000 US$,2491.0,Official figure,Europe
Netherlands,Export Value,"Cheese from milk of sheep, fresh or processed",2010,1000 US$,22.0,Official figure,Europe
Netherlands,Export Value,"Cheese from milk of sheep, fresh or processed",2011,1000 US$,21.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2010,1000 US$,11648.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2011,1000 US$,13089.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2012,1000 US$,11164.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2013,1000 US$,13243.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2014,1000 US$,12706.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2015,1000 US$,16388.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2016,1000 US$,17976.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2017,1000 US$,21683.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2018,1000 US$,20695.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2019,1000 US$,22272.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2010,1000 US$,1.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2011,1000 US$,1.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2012,1000 US$,1.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2013,1000 US$,3.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2014,1000 US$,2.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2015,1000 US$,7.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2016,1000 US$,226.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2017,1000 US$,80.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2018,1000 US$,96.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2019,1000 US$,110.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2010,1000 US$,3291.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2011,1000 US$,4061.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2012,1000 US$,4437.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2013,1000 US$,6751.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2014,1000 US$,4711.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2015,1000 US$,1823.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2016,1000 US$,755.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2017,1000 US$,1472.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2018,1000 US$,2004.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2019,1000 US$,2275.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2010,1000 US$,374.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2011,1000 US$,843.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2012,1000 US$,474.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2013,1000 US$,749.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2014,1000 US$,1944.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2015,1000 US$,1720.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2016,1000 US$,1491.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2017,1000 US$,2145.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2018,1000 US$,1448.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2019,1000 US$,2116.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2010,1000 US$,7203.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2011,1000 US$,8643.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2012,1000 US$,9301.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2013,1000 US$,3572.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2014,1000 US$,6116.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2015,1000 US$,4547.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2016,1000 US$,5777.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2017,1000 US$,7027.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2018,1000 US$,7076.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2019,1000 US$,7498.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2010,1000 US$,75.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2011,1000 US$,21.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2012,1000 US$,52.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2013,1000 US$,62.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2014,1000 US$,70.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2015,1000 US$,38.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2016,1000 US$,80.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2017,1000 US$,119.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2018,1000 US$,108.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2019,1000 US$,153.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2010,1000 US$,2533.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2011,1000 US$,1285.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2012,1000 US$,2234.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2013,1000 US$,1102.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2014,1000 US$,1887.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2015,1000 US$,1128.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2016,1000 US$,1685.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2017,1000 US$,3581.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2018,1000 US$,1855.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2019,1000 US$,2689.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2010,1000 US$,1231.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2011,1000 US$,1767.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2012,1000 US$,1605.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2013,1000 US$,1750.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2014,1000 US$,1788.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2015,1000 US$,4807.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2016,1000 US$,8729.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2017,1000 US$,8740.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2018,1000 US$,7928.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2019,1000 US$,8351.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2012,1000 US$,94.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2016,1000 US$,143.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2017,1000 US$,67.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2018,1000 US$,0.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2019,1000 US$,97.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2010,1000 US$,502.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2011,1000 US$,897.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2012,1000 US$,713.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2013,1000 US$,824.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2014,1000 US$,519.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2015,1000 US$,252.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2016,1000 US$,298.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2017,1000 US$,259.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2018,1000 US$,544.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2019,1000 US$,530.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2010,1000 US$,761.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2011,1000 US$,28.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2012,1000 US$,17.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2013,1000 US$,653.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2014,1000 US$,511.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2015,1000 US$,264.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2016,1000 US$,451.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2017,1000 US$,837.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2018,1000 US$,1332.0,Official figure,Europe
Netherlands,Export Value,Whole milk powder,2019,1000 US$,816.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2010,1000 US$,13.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2011,1000 US$,24.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2012,1000 US$,5.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2013,1000 US$,2.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2014,1000 US$,10.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2015,1000 US$,16.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2016,1000 US$,10.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2017,1000 US$,13.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2018,1000 US$,17.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, condensed",2019,1000 US$,17.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2010,1000 US$,4.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2012,1000 US$,178.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2013,1000 US$,63.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2014,1000 US$,2.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2017,1000 US$,14.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2018,1000 US$,18.0,Official figure,Europe
Netherlands,Export Value,"Whole milk, evaporated",2019,1000 US$,5.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2010,1000 US$,2847.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2011,1000 US$,1659.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2013,1000 US$,302.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2014,1000 US$,322.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2015,1000 US$,357.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2016,1000 US$,769.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2017,1000 US$,1010.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2018,1000 US$,146.0,Official figure,Europe
Netherlands,Export Value,Butter of cow milk,2019,1000 US$,71.0,Official figure,Europe
Netherlands,Export Value,"Cheese from milk of sheep, fresh or processed",2010,1000 US$,0.0,Official figure,Europe
Netherlands,Export Value,"Cheese from milk of sheep, fresh or processed",2011,1000 US$,0.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2010,1000 US$,1864.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2011,1000 US$,768.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2012,1000 US$,453.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2013,1000 US$,536.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2014,1000 US$,828.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2015,1000 US$,2298.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2016,1000 US$,6403.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2017,1000 US$,10069.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2018,1000 US$,11344.0,Official figure,Europe
Netherlands,Export Value,Cheese from whole cow milk,2019,1000 US$,13295.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2015,1000 US$,0.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2017,1000 US$,4.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2018,1000 US$,85.0,Official figure,Europe
Netherlands,Export Value,"Cream, fresh",2019,1000 US$,114.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2010,1000 US$,50.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2011,1000 US$,3392.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2012,1000 US$,167.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2013,1000 US$,27.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2014,1000 US$,0.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2015,1000 US$,0.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2016,1000 US$,1.0,Official figure,Europe
Netherlands,Export Value,Skim milk and whey powder,2017,1000 US$,7.0,Official figure,Europe
