Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1989","1989","tonnes","11000","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1990","1990","tonnes","10616","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1991","1991","tonnes","8000","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1992","1992","tonnes","7000","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1993","1993","tonnes","6000","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1994","1994","tonnes","6101","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1995","1995","tonnes","8000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1996","1996","tonnes","9000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1997","1997","tonnes","9000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1998","1998","tonnes","8800","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","1999","1999","tonnes","8600","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2000","2000","tonnes","8404","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2001","2001","tonnes","8056","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2002","2002","tonnes","10336","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2003","2003","tonnes","12053","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2004","2004","tonnes","12000","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2005","2005","tonnes","12300","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2006","2006","tonnes","12100","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2007","2007","tonnes","14100","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2008","2008","tonnes","12070","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2009","2009","tonnes","12500","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2010","2010","tonnes","13700","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2011","2011","tonnes","14800","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2012","2012","tonnes","15200","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2013","2013","tonnes","16500","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2014","2014","tonnes","18650","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2015","2015","tonnes","22500","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2016","2016","tonnes","36337","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2017","2017","tonnes","38881","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2018","2018","tonnes","36163","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22251.01","Cheese from whole cow milk","2019","2019","tonnes","35161","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1961","1961","tonnes","18009","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1962","1962","tonnes","18492","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1963","1963","tonnes","19550","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1964","1964","tonnes","20700","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1965","1965","tonnes","22154","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1966","1966","tonnes","23451","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1967","1967","tonnes","26505","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1968","1968","tonnes","27522","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1969","1969","tonnes","29937","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1970","1970","tonnes","33759","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1971","1971","tonnes","39900","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1972","1972","tonnes","41400","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1973","1973","tonnes","42550","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1974","1974","tonnes","44505","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1975","1975","tonnes","51520","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1976","1976","tonnes","57960","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1977","1977","tonnes","68540","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1978","1978","tonnes","69920","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1979","1979","tonnes","72588","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1980","1980","tonnes","74520","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1981","1981","tonnes","74888","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1982","1982","tonnes","73600","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1983","1983","tonnes","75624","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1984","1984","tonnes","75440","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1985","1985","tonnes","77188","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1986","1986","tonnes","78476","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1987","1987","tonnes","79304","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1988","1988","tonnes","80040","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5510","Production","22110.02","Skim milk of cows","1989","1989","tonnes","80224","I","Imputed value"
